		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100111000  248  240  225  234  237  261  273  253  7.407289 0.493393 SUCCESS  79
101000000  255  252  237  226  252  265  221  255  7.246296 0.510307 SUCCESS  80
101000100  249  244  242  248  243  205  248  257  7.440123 0.489974 SUCCESS  81
101001000  257  247  260  255  241  221  231  248  5.406521 0.713373 SUCCESS  82
101001100  241  233  232  255  253  229  225  235  4.894943 0.768743 SUCCESS  83
101010000  237  245  261  247  243  262  264  274  8.273688 0.407202 SUCCESS  84
101010100  249  227  246  247  226  247  231  220  6.015543 0.645491 SUCCESS  85
101011000  274  234  258  246  274  239  247  262 10.327414 0.242793 SUCCESS  86
101011100  227  261  268  231  252  252  252  267  8.598853 0.377257 SUCCESS  87
101100000  257  244  253  257  239  238  236  245  2.291509 0.970746 SUCCESS  88
101100100  245  230  225  234  232  262  220  243  7.280189 0.506726 SUCCESS  89
101101000  249  258  256  218  242  249  234  238  5.118428 0.744847 SUCCESS  90
101101100  249  225  233  232  243  252  243  233  3.595345 0.891665 SUCCESS  91
101110000  242  219  257  237  246  250  235  219  6.799327 0.558431 SUCCESS  92
101110100  242  235  224  247  236  255  261  238  4.268975 0.832077 SUCCESS  93
101111000  236  249  227  231  256  230  291  226 14.496298 0.069712 SUCCESS  94
101111100  230  224  237  263  248  239  259  252  5.660722 0.685176 SUCCESS  95
110000000  261  228  241  231  273  218  258  246 10.333769 0.242377 SUCCESS  96
110000010  222  258  264  258  263  241  255  235  7.783294 0.454920 SUCCESS  97
110000100  259  246  237  221  226  244  200  235 13.426539 0.097992 SUCCESS  98
110001000  238  232  247  233  268  260  248  256  5.484900 0.704712 SUCCESS  99
110001010  247  245  258  233  258  212  241  239  6.718830 0.567250 SUCCESS 100
110010000  272  254  253  251  238  226  216  267 11.357985 0.182228 SUCCESS 101
110010010  258  229  233  255  249  227  235  232  5.129019 0.743702 SUCCESS 102
110010100  246  244  264  255  242  247  218  227  6.377778 0.604994 SUCCESS 103
110011000  229  275  226  233  242  241  246  228  8.101044 0.423663 SUCCESS 104
110011010  240  254  246  276  229  261  247  265  8.861526 0.354112 SUCCESS 105
110100000  251  237  222  231  269  254  235  270  9.443009 0.306312 SUCCESS 106
110100010  258  263  238  225  250  226  235  231  6.654221 0.574357 SUCCESS 107
110100100  253  249  262  261  232  244  220  262  7.436946 0.490304 SUCCESS 108
110101000  234  245  242  263  246  265  286  279 16.409155 0.036884 SUCCESS 109
110101010  245  244  251  234  261  253  231  231  3.637711 0.888243 SUCCESS 110
110101100  253  243  239  260  238  225  244  262  4.580371 0.801339 SUCCESS 111
110110000  246  259  248  255  226  232  240  215  7.197574 0.515474 SUCCESS 112
110110010  238  234  247  252  243  247  233  245  1.459003 0.993368 SUCCESS 113
110110100  277  265  245  234  224  277  228  239 14.370257 0.072611 SUCCESS 114
110111000  221  233  266  224  241  242  244  230  7.439064 0.490084 SUCCESS 115
110111010  248  246  221  237  249  236  256  236  3.816711 0.873270 SUCCESS 116
110111100  230  236  255  215  242  238  262  234  7.185923 0.516712 SUCCESS 117
111000000  264  237  258  230  251  247  251  251  4.185301 0.840030 SUCCESS 118
111000010  270  226  266  220  229  262  211  260 16.760799 0.032699 SUCCESS 119
111000100  233  235  246  240  259  263  248  254  3.887675 0.867113 SUCCESS 120
111000110  204  230  220  255  242  232  267  234 13.926466 0.083702 SUCCESS 121
111001000  274  241  269  241  235  236  224  257  9.536216 0.299097 SUCCESS 122
111001010  232  261  256  239  241  254  236  267  5.489136 0.704243 SUCCESS 123
111001100  232  246  251  247  246  259  247  243  1.865724 0.984855 SUCCESS 124
111010000  246  248  232  257  275  246  241  255  5.999655 0.647271 SUCCESS 125
111010010  255  234  229  263  216  263  258  259 10.027670 0.263089 SUCCESS 126
111010100  234  235  254  268  238  246  284  261 11.731871 0.163574 SUCCESS 127
111010110  259  235  257  211  241  226  222  228 11.249949 0.187935 SUCCESS 128
111011000  237  264  251  266  240  252  238  239  4.721240 0.786912 SUCCESS 129
111011010  258  244  255  238  228  265  244  242  4.442679 0.815140 SUCCESS 130
111011100  234  250  273  222  232  295  231  234 18.939507 0.015187 SUCCESS 131
111100000  231  247  242  227  229  236  260  262  5.696733 0.681160 SUCCESS 132
111100010  235  257  236  239  266  222  241  237  5.803709 0.669209 SUCCESS 133
111100100  268  242  252  223  228  218  253  233  9.438773 0.306643 SUCCESS 134
111100110  221  248  242  245  227  264  238  253  5.760283 0.674063 SUCCESS 135
111101000  223  268  220  263  266  260  243  252 11.643960 0.167810 SUCCESS 136
111101010  239  237  235  227  232  246  251  249  2.860282 0.942817 SUCCESS 137
111101100  237  260  267  247  231  249  248  231  5.158676 0.740490 SUCCESS 138
111101110  254  262  245  233  264  275  234  229  9.410175 0.308884 SUCCESS 139
111110000  241  235  252  241  225  243  243  280  7.711270 0.462170 SUCCESS 140
111110010  241  245  261  244  240  224  250  243  3.190743 0.921823 SUCCESS 141
111110100  222  250  231  265  247  265  252  245  6.943374 0.542754 SUCCESS 142
111110110  247  246  233  260  265  214  236  257  8.314996 0.403321 SUCCESS 143
111111000  241  249  231  268  213  215  237  267 13.417007 0.098285 SUCCESS 144
111111010  209  225  247  241  254  259  265  259 10.987276 0.202421 SUCCESS 145
111111100  241  247  227  260  227  211  238  277 13.015582 0.111315 SUCCESS 146
111111110  221  239  234  228  247  224  233  261  7.394579 0.494719 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  248  242  271  262  255  269  229  244  8.588261 0.378210 SUCCESS   0
000000011  232  274  256  243  257  230  248  226  8.009956 0.432498 SUCCESS   1
000000101  225  238  279  263  224  237  242  246 10.335888 0.242238 SUCCESS   2
000000111  241  256  241  230  231  247  242  225  3.859077 0.869609 SUCCESS   3
000001001  259  259  249  213  234  266  230  248  9.450424 0.305734 SUCCESS   4
000001011  225  245  246  267  230  234  258  220  8.345712 0.400449 SUCCESS   5
000001101  236  236  224  277  248  240  257  276 11.996663 0.151353 SUCCESS   6
000001111  229  261  256  230  238  237  234  250  4.572956 0.802090 SUCCESS   7
000010001  256  259  254  247  248  259  255  227  4.727595 0.786255 SUCCESS   8
000010011  248  240  244  234  236  252  240  234  1.618938 0.990552 SUCCESS   9
000010101  239  244  244  265  226  250  228  257  5.299545 0.725133 SUCCESS  10
000010111  227  232  246  270  239  240  272  231  8.921899 0.348927 SUCCESS  11
000011001  256  283  280  273  245  219  258  244 19.478623 0.012499 SUCCESS  12
000011011  223  237  200  258  222  241  239  265 15.243012 0.054589 SUCCESS  13
000011101  247  250  250  241  261  220  248  250  4.250969 0.833800 SUCCESS  14
000011111  231  241  255  218  241  246  242  237  4.454330 0.813985 SUCCESS  15
000100011  252  231  252  257  268  269  238  249  7.253710 0.509523 SUCCESS  16
000100101  245  255  244  223  258  255  223  243  5.607763 0.691074 SUCCESS  17
000100111  232  225  243  225  235  253  224  237  6.344944 0.608653 SUCCESS  18
000101001  231  239  224  232  253  233  258  256  5.451006 0.708462 SUCCESS  19
000101011  260  236  264  230  227  254  216  226 10.264924 0.246922 SUCCESS  20
000101101  224  269  229  246  251  240  250  234  6.174418 0.627702 SUCCESS  21
000101111  221  222  251  301  234  218  268  239 24.096594 0.002208 FAILURE  22
000110011  243  266  269  256  255  224  253  243  7.807655 0.452481 SUCCESS  23
000110101  241  234  255  231  278  254  241  245  7.025989 0.533831 SUCCESS  24
000110111  232  230  234  239  220  247  208  231 10.773324 0.214877 SUCCESS  25
000111001  232  252  247  244  266  252  238  257  4.071970 0.850572 SUCCESS  26
000111011  244  247  236  262  255  237  263  251  4.094213 0.848525 SUCCESS  27
000111101  263  238  226  238  221  245  248  250  5.697793 0.681041 SUCCESS  28
000111111  247  238  244  239  231  253  254  239  1.893262 0.984111 SUCCESS  29
001000011  268  278  270  246  233  236  246  243 10.952323 0.204415 SUCCESS  30
001000101  237  236  245  238  252  259  261  238  3.222518 0.919627 SUCCESS  31
001000111  237  233  233  278  226  268  242  247  9.986362 0.265984 SUCCESS  32
001001011  252  262  276  223  227  226  254  238 11.017992 0.200682 SUCCESS  33
001001101  231  238  244  249  248  252  222  269  6.011306 0.645965 SUCCESS  34
001001111  262  225  227  223  260  279  235  251 12.810103 0.118553 SUCCESS  35
001010011  248  246  214  236  255  223  231  248  7.388224 0.495383 SUCCESS  36
001010101  235  235  224  239  265  228  266  265  9.354039 0.313315 SUCCESS  37
001010111  247  258  258  223  220  255  202  238 14.200791 0.076680 SUCCESS  38
001011011  252  250  253  268  220  231  227  222  9.669671 0.288980 SUCCESS  39
001011101  217  206  246  248  236  258  260  248 11.580410 0.170930 SUCCESS  40
001011111  229  255  239  260  250  227  267  232  6.877705 0.549883 SUCCESS  41
001100101  269  278  269  232  281  256  265  246 18.946921 0.015146 SUCCESS  42
001100111  254  274  272  253  256  235  237  242  9.004514 0.341915 SUCCESS  43
001101011  253  241  247  229  237  258  243  238  2.574307 0.958176 SUCCESS  44
001101101  209  249  238  251  246  244  266  277 12.308058 0.137979 SUCCESS  45
001101111  263  241  232  238  250  250  240  231  3.426937 0.904785 SUCCESS  46
001110101  233  235  246  269  249  257  243  233  4.846222 0.773879 SUCCESS  47
001110111  219  271  271  252  274  231  241  266 15.637022 0.047880 SUCCESS  48
001111011  269  249  233  246  239  245  244  250  3.522262 0.897455 SUCCESS  49
001111101  247  245  244  221  250  244  249  237  2.766016 0.948172 SUCCESS  50
001111111  232  225  227  230  261  253  262  236  7.433768 0.490635 SUCCESS  51
010000011  244  248  262  255  240  242  258  313 22.923036 0.003464 FAILURE  52
010000111  276  234  254  235  253  234  237  247  6.522884 0.588870 SUCCESS  53
010001011  242  230  253  268  238  238  249  241  4.073029 0.850475 SUCCESS  54
010001111  249  245  232  282  228  265  227  230 11.839906 0.158491 SUCCESS  55
010010011  211  230  251  214  255  249  240  239 10.324237 0.243002 SUCCESS  56
010010111  232  242  228  240  237  237  219  247  4.955316 0.762341 SUCCESS  57
010011011  250  244  239  245  251  255  229  259  2.868756 0.942322 SUCCESS  58
010011111  250  229  216  227  250  275  268  251 12.509300 0.129886 SUCCESS  59
010100011  239  238  230  238  249  275  247  208 10.977743 0.202963 SUCCESS  60
010100111  245  243  215  242  272  211  255  242 12.082455 0.147563 SUCCESS  61
010101011  246  228  250  245  272  232  262  267  8.751373 0.363702 SUCCESS  62
010101111  263  248  236  224  229  246  260  277 10.199255 0.251318 SUCCESS  63
010110011  237  233  240  263  247  253  246  258  3.520144 0.897621 SUCCESS  64
010110111  250  237  257  246  224  213  226  216 11.641842 0.167914 SUCCESS  65
010111011  242  226  259  236  216  252  258  238  7.216639 0.513450 SUCCESS  66
010111111  229  247  234  225  269  238  264  267  9.659080 0.289774 SUCCESS  67
011000111  249  219  238  261  236  255  250  244  5.067588 0.750328 SUCCESS  68
011001111  254  257  233  264  246  248  246  248  3.470363 0.901478 SUCCESS  69
011010111  257  232  239  223  221  243  269  243  8.224967 0.411809 SUCCESS  70
011011111  260  243  257  242  251  256  233  227  4.359005 0.823368 SUCCESS  71
011101111  231  278  257  247  250  252  233  252  7.524857 0.481202 SUCCESS  72
011111111  244  248  219  226  265  241  281  251 11.978657 0.152159 SUCCESS  73
100000000  248  242  271  262  255  269  229  244  8.588261 0.378210 SUCCESS  74
100010000  228  255  224  246  226  254  273  242  8.689941 0.369123 SUCCESS  75
100100000  239  247  252  235  230  239  238  256  2.474745 0.962898 SUCCESS  76
100101000  275  263  244  227  237  249  240  243  7.183805 0.516938 SUCCESS  77
100110000  211  244  236  247  261  250  245  250  6.465689 0.595216 SUCCESS  78
100111000  232  238  269  242  245  251  261  227  6.074856 0.638847 SUCCESS  79
101000000  245  252  252  248  236  249  228  253  2.408018 0.965882 SUCCESS  80
101000100  225  271  226  229  256  277  245  233 12.674530 0.123549 SUCCESS  81
101001000  245  240  264  236  245  261  221  253  5.837603 0.665417 SUCCESS  82
101001100  241  243  238  256  279  245  236  250  6.385192 0.604168 SUCCESS  83
101010000  239  239  230  244  279  251  235  277 11.352689 0.182505 SUCCESS  84
101010100  234  257  256  242  288  252  247  247 10.241622 0.248475 SUCCESS  85
101011000  259  241  244  262  244  268  244  252  5.010393 0.756465 SUCCESS  86
101011100  249  218  254  228  242  253  239  231  5.700970 0.680687 SUCCESS  87
101100000  240  269  243  245  243  242  245  253  3.063643 0.930300 SUCCESS  88
101100100  242  256  299  224  246  214  250  257 19.798492 0.011126 SUCCESS  89
101101000  262  259  227  253  254  262  255  232  6.758019 0.562951 SUCCESS  90
101101100  217  256  235  240  266  237  238  240  6.612913 0.578912 SUCCESS  91
101110000  223  244  255  240  271  221  237  230  8.849876 0.355118 SUCCESS  92
101110100  234  225  260  236  211  251  245  252  8.446333 0.391128 SUCCESS  93
101111000  225  237  229  258  225  215  246  228  9.809481 0.278653 SUCCESS  94
101111100  231  271  255  269  235  245  264  262 10.295639 0.244886 SUCCESS  95
110000000  232  243  249  252  231  257  240  239  2.607141 0.956547 SUCCESS  96
110000010  251  277  207  250  252  254  250  217 14.703895 0.065165 SUCCESS  97
110000100  254  249  247  251  252  225  241  234  3.037163 0.932004 SUCCESS  98
110001000  237  208  216  263  241  251  275  252 15.147687 0.056337 SUCCESS  99
110001010  245  267  235  225  226  261  227  248  8.026902 0.430847 SUCCESS 100
110010000  241  263  256  248  249  225  234  238  4.455389 0.813880 SUCCESS 101
110010010  222  262  286  234  223  239  245  240 13.368285 0.099791 SUCCESS 102
110010100  283  241  227  235  247  239  233  227  9.952469 0.268378 SUCCESS 103
110011000  215  233  256  225  258  251  258  277 12.675589 0.123510 SUCCESS 104
110011010  247  238  254  255  238  230  242  236  2.411195 0.965743 SUCCESS 105
110100000  253  242  262  247  219  227  251  269  8.480226 0.388019 SUCCESS 106
110100010  249  224  229  226  239  264  254  234  6.809919 0.557273 SUCCESS 107
110100100  249  234  248  251  264  250  228  256  4.317697 0.827383 SUCCESS 108
110101000  222  219  225  258  249  234  255  256  8.747136 0.364074 SUCCESS 109
110101010  245  250  282  248  295  256  243  249 17.959777 0.021530 SUCCESS 110
110101100  252  246  256  251  250  265  250  232  3.836835 0.871536 SUCCESS 111
110110000  234  225  227  238  244  239  265  248  5.406521 0.713373 SUCCESS 112
110110010  227  236  265  223  249  233  225  210 12.367371 0.135550 SUCCESS 113
110110100  265  257  250  247  257  261  257  250  5.487018 0.704478 SUCCESS 114
110111000  222  259  246  241  250  230  235  239  4.523176 0.807110 SUCCESS 115
110111010  252  226  249  249  232  256  241  248  3.181210 0.922476 SUCCESS 116
110111100  259  259  255  249  215  228  242  220  9.656961 0.289933 SUCCESS 117
111000000  235  247  239  248  231  258  256  263  4.214958 0.837227 SUCCESS 118
111000010  255  236  263  255  242  230  249  248  3.819888 0.872997 SUCCESS 119
111000100  233  203  222  246  219  239  237  253 13.113025 0.108019 SUCCESS 120
111000110  213  234  241  252  233  248  251  237  5.846076 0.664469 SUCCESS 121
111001000  232  246  258  244  270  252  237  232  5.390634 0.715124 SUCCESS 122
111001010  260  247  212  239  233  238  219  241  8.985449 0.343525 SUCCESS 123
111001100  236  232  262  228  260  246  238  257  5.301664 0.724901 SUCCESS 124
111010000  257  228  227  248  233  229  226  246  6.010247 0.646084 SUCCESS 125
111010010  252  232  230  244  240  245  225  246  3.370801 0.908982 SUCCESS 126
111010100  242  209  230  242  265  237  245  246  8.190014 0.415133 SUCCESS 127
111010110  230  252  240  247  249  245  235  223  3.562510 0.894284 SUCCESS 128
111011000  271  220  239  259  247  249  262  264  9.737458 0.283939 SUCCESS 129
111011010  260  233  255  267  235  257  262  247  6.753783 0.563416 SUCCESS 130
111011100  237  255  239  247  253  210  230  259  7.912512 0.442063 SUCCESS 131
111100000  235  256  218  274  216  213  234  254 15.926175 0.043449 SUCCESS 132
111100010  241  240  229  240  229  253  234  254  3.305133 0.913776 SUCCESS 133
111100100  245  243  246  239  254  255  248  241  1.153963 0.997076 SUCCESS 134
111100110  243  238  265  241  247  247  237  253  2.670691 0.953296 SUCCESS 135
111101000  249  264  235  247  241  252  238  260  3.692788 0.883723 SUCCESS 136
111101010  261  239  244  238  262  239  257  248  3.707616 0.882493 SUCCESS 137
111101100  244  239  257  227  241  279  232  250  8.019488 0.431569 SUCCESS 138
111101110  265  261  248  253  256  234  254  248  4.958493 0.762003 SUCCESS 139
111110000  242  272  215  256  221  230  254  258 11.842024 0.158393 SUCCESS 140
111110010  248  247  243  234  252  256  245  253  1.735446 0.988076 SUCCESS 141
111110100  240  248  227  232  250  244  242  223  4.057142 0.851931 SUCCESS 142
111110110  250  243  260  253  246  273  264  242  6.792972 0.559125 SUCCESS 143
111111000  263  251  208  219  229  232  245  243 11.513682 0.174256 SUCCESS 144
111111010  220  242  250  245  270  243  267  244  7.693264 0.463992 SUCCESS 145
111111100  259  250  226  226  247  230  266  242  6.794031 0.559010 SUCCESS 146
111111110  244  248  219  226  265  241  281  251 11.978657 0.152159 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  260  255  228  223  241  261  228  277 11.489321 0.175484 SUCCESS   0
000000011  247  262  216  241  242  261  209  242 11.253127 0.187765 SUCCESS   1
000000101  262  227  251  232  279  241  252  251  9.076537 0.335881 SUCCESS   2
000000111  236  264  227  242  267  229  240  235  6.825806 0.555538 SUCCESS   3
000001001  273  249  241  252  218  241  233  266  9.421826 0.307969 SUCCESS   4
000001011  238  222  249  218  253  234  255  243  6.499582 0.591454 SUCCESS   5
000001101  241  243  249  251  213  265  237  247  6.548304 0.586055 SUCCESS   6
000001111  251  254  221  274  257  236  240  231  8.444214 0.391323 SUCCESS   7
000010001  231  225  242  251  230  223  221  211 12.149183 0.144671 SUCCESS   8
000010011  235  239  245  253  253  242  231  251  2.083912 0.978331 SUCCESS   9
000010101  279  230  260  217  272  249  266  266 17.630376 0.024175 SUCCESS  10
000010111  256  235  259  244  294  234  262  231 14.944326 0.060237 SUCCESS  11
000011001  249  232  232  259  225  232  271  246  7.531212 0.480547 SUCCESS  12
000011011  247  264  250  242  245  267  229  243  5.068647 0.750214 SUCCESS  13
000011101  236  253  237  255  279  242  250  254  7.060941 0.530072 SUCCESS  14
000011111  235  222  242  279  260  224  257  226 12.476466 0.131178 SUCCESS  15
000100011  248  222  244  228  242  232  225  236  5.710503 0.679623 SUCCESS  16
000100101  269  247  240  217  250  252  242  278 11.135559 0.194136 SUCCESS  17
000100111  240  243  242  226  240  245  244  233  2.088149 0.978190 SUCCESS  18
000101001  254  243  228  237  225  243  229  258  5.075002 0.749531 SUCCESS  19
000101011  232  238  271  236  280  225  266  267 15.367993 0.052373 SUCCESS  20
000101101  237  259  231  238  228  231  236  250  4.298632 0.829225 SUCCESS  21
000101111  249  234  232  267  246  226  244  238  4.940488 0.763918 SUCCESS  22
000110011  271  222  232  251  250  243  241  234  6.584316 0.582071 SUCCESS  23
000110101  251  257  241  229  203  243  268  262 12.852470 0.117027 SUCCESS  24
000110111  262  243  254  229  238  252  237  229  4.347354 0.824504 SUCCESS  25
000111001  230  241  251  225  227  249  243  217  7.102249 0.525642 SUCCESS  26
000111011  243  265  228  274  253  252  240  239  7.514265 0.482294 SUCCESS  27
000111101  274  280  242  255  262  237  266  260 14.417920 0.071502 SUCCESS  28
000111111  252  240  249  253  256  222  245  219  6.118282 0.633984 SUCCESS  29
001000011  254  253  225  267  247  249  267  252  7.128728 0.522810 SUCCESS  30
001000101  238  243  278  257  243  232  219  256  9.628364 0.292084 SUCCESS  31
001000111  238  254  275  249  225  236  231  245  7.273834 0.507397 SUCCESS  32
001001011  273  246  248  231  255  245  254  252  5.520912 0.700722 SUCCESS  33
001001101  213  261  227  243  232  255  229  259  9.589175 0.295052 SUCCESS  34
001001111  234  250  245  225  244  240  241  241  2.288332 0.970872 SUCCESS  35
001010011  225  240  247  210  241  252  233  254  7.832015 0.450049 SUCCESS  36
001010101  282  229  263  240  248  255  237  245  9.411234 0.308800 SUCCESS  37
001010111  223  261  264  248  267  240  275  259 12.099402 0.146824 SUCCESS  38
001011011  251  248  225  259  255  259  240  259  5.198925 0.736119 SUCCESS  39
001011101  248  252  256  231  260  253  233  223  5.470071 0.706354 SUCCESS  40
001011111  246  246  233  246  233  223  233  232  4.131284 0.845089 SUCCESS  41
001100101  238  240  248  237  240  235  264  256  3.205571 0.920802 SUCCESS  42
001100111  242  200  257  246  227  263  249  232 12.460578 0.131807 SUCCESS  43
001101011  228  246  234  245  229  235  258  245  3.694906 0.883548 SUCCESS  44
001101101  248  245  232  259  254  252  240  216  5.726390 0.677849 SUCCESS  45
001101111  246  239  244  249  228  256  258  236  3.021276 0.933015 SUCCESS  46
001110101  221  258  256  255  265  242  259  272 10.274456 0.246289 SUCCESS  47
001110111  229  253  232  246  261  251  220  248  5.876792 0.661031 SUCCESS  48
001111011  236  272  254  246  249  228  244  238  5.360977 0.718389 SUCCESS  49
001111101  233  223  240  262  225  258  257  244  6.908421 0.546545 SUCCESS  50
001111111  237  219  238  257  263  214  242  246  9.139028 0.330704 SUCCESS  51
010000011  242  243  245  268  239  231  255  253  4.118574 0.846270 SUCCESS  52
010000111  247  245  243  273  239  251  273  250  7.566164 0.476952 SUCCESS  53
010001011  224  255  253  235  236  226  242  250  4.740305 0.784938 SUCCESS  54
010001111  263  286  243  253  220  244  251  257 12.645932 0.124627 SUCCESS  55
010010011  254  236  218  251  257  247  229  265  7.337384 0.500707 SUCCESS  56
010010111  266  262  238  231  229  265  227  226  9.719452 0.285271 SUCCESS  57
010011011  230  270  237  215  219  258  234  262 12.768796 0.120056 SUCCESS  58
010011111  271  237  256  230  245  262  217  244  9.191987 0.326360 SUCCESS  59
010100011  276  255  230  256  232  243  252  213 11.243594 0.188275 SUCCESS  60
010100111  253  230  242  216  235  234  236  260  6.683878 0.571092 SUCCESS  61
010101011  292  219  257  250  264  247  233  250 15.612661 0.048272 SUCCESS  62
010101111  261  254  264  271  263  257  270  234 11.835669 0.158688 SUCCESS  63
010110011  244  244  246  209  226  235  239  242  7.117077 0.524055 SUCCESS  64
010110111  230  237  221  230  260  243  253  236  5.857727 0.663165 SUCCESS  65
010111011  231  255  257  224  266  241  241  254  6.172300 0.627939 SUCCESS  66
010111111  236  266  247  239  239  244  252  238  2.986323 0.935213 SUCCESS  67
011000111  228  243  232  277  261  224  244  251  9.431359 0.307223 SUCCESS  68
011001111  234  210  274  244  217  247  251  221 14.767445 0.063828 SUCCESS  69
011010111  232  258  243  229  240  255  254  247  3.434351 0.904224 SUCCESS  70
011011111  225  236  248  236  229  257  251  220  6.510174 0.590279 SUCCESS  71
011101111  216  266  240  256  263  223  216  231 13.529278 0.094890 SUCCESS  72
011111111  236  238  224  279  228  231  246  244  9.153857 0.329484 SUCCESS  73
100000000  260  255  228  223  241  261  228  277 11.489321 0.175484 SUCCESS  74
100010000  256  231  229  210  263  227  251  235 10.535011 0.229463 SUCCESS  75
100100000  254  265  246  235  228  244  248  239  3.903562 0.865718 SUCCESS  76
100101000  237  250  242  237  243  231  291  256 11.237239 0.188616 SUCCESS  77
100110000  256  213  267  242  238  216  233  265 12.818577 0.118246 SUCCESS  78
100111000  246  252  240  240  276  219  224  241  9.158093 0.329136 SUCCESS  79
101000000  251  235  256  268  258  264  252  241  6.358713 0.607118 SUCCESS  80
101000100  260  240  230  226  271  247  270  265 11.154624 0.193091 SUCCESS  81
101001000  242  238  262  239  232  260  243  236  3.618646 0.889789 SUCCESS  82
101001100  254  239  237  244  240  261  255  231  3.248997 0.917774 SUCCESS  83
101010000  239  212  235  255  220  252  247  248  8.164594 0.417560 SUCCESS  84
101010100  247  251  220  253  237  263  264  238  6.591730 0.581252 SUCCESS  85
101011000  245  243  242  243  237  265  237  273  5.841839 0.664943 SUCCESS  86
101011100  230  256  244  257  230  227  234  249  4.767843 0.782077 SUCCESS  87
101100000  272  272  212  239  250  236  237  254 12.121644 0.145858 SUCCESS  88
101100100  218  259  295  260  225  240  234  247 17.953422 0.021578 SUCCESS  89
101101000  242  239  269  238  249  258  264  263  7.010101 0.535543 SUCCESS  90
101101100  233  243  243  244  246  213  237  256  5.466894 0.706705 SUCCESS  91
101110000  261  252  254  250  275  243  237  232  6.910540 0.546315 SUCCESS  92
101110100  245  248  232  237  272  254  230  257  6.157471 0.629598 SUCCESS  93
101111000  279  224  247  274  248  227  237  227 13.448782 0.097313 SUCCESS  94
101111100  253  257  240  235  257  262  247  215  7.145675 0.521000 SUCCESS  95
110000000  267  231  238  212  241  233  200  260 17.360288 0.026569 SUCCESS  96
110000010  272  251  224  253  259  217  242  241  9.656961 0.289933 SUCCESS  97
110000100  252  248  226  274  250  224  231  246  8.106340 0.423152 SUCCESS  98
110001000  249  234  241  220  256  224  228  258  7.272775 0.507509 SUCCESS  99
110001010  248  245  241  228  254  234  252  246  2.334935 0.968984 SUCCESS 100
110010000  236  291  259  259  231  253  258  236 13.622485 0.092152 SUCCESS 101
110010010  247  244  257  233  221  274  240  253  7.714448 0.461849 SUCCESS 102
110010100  218  246  240  224  256  229  277  232 11.462842 0.176827 SUCCESS 103
110011000  257  241  266  244  210  206  240  260 15.002581 0.059095 SUCCESS 104
110011010  258  262  239  227  232  237  241  226  5.794177 0.670275 SUCCESS 105
110100000  233  235  229  263  251  259  258  249  5.409699 0.713023 SUCCESS 106
110100010  236  244  224  221  264  253  245  240  6.343885 0.608771 SUCCESS 107
110100100  237  249  252  237  244  252  220  255  4.023248 0.855020 SUCCESS 108
110101000  240  245  247  242  230  240  252  268  3.724563 0.881080 SUCCESS 109
110101010  257  241  214  263  253  255  260  243  8.005719 0.432912 SUCCESS 110
110101100  230  260  248  258  198  251  251  261 13.412770 0.098415 SUCCESS 111
110110000  268  270  245  237  237  241  241  272  9.059591 0.337294 SUCCESS 112
110110010  219  254  274  246  250  265  254  207 15.128622 0.056692 SUCCESS 113
110110100  260  258  254  262  264  264  239  254  7.521679 0.481529 SUCCESS 114
110111000  240  239  210  241  261  254  242  252  7.059882 0.530186 SUCCESS 115
110111010  253  242  212  233  233  258  230  269 10.056268 0.261099 SUCCESS 116
110111100  246  248  240  241  224  233  238  219  5.265652 0.728842 SUCCESS 117
111000000  277  225  259  220  268  246  228  258 13.878804 0.084980 SUCCESS 118
111000010  283  249  254  294  260  233  238  218 22.097945 0.004738 FAILURE 119
111000100  235  240  210  230  252  238  225  248  8.238736 0.410504 SUCCESS 120
111000110  254  259  239  240  253  213  217  231  9.819014 0.277959 SUCCESS 121
111001000  223  270  266  266  224  258  252  246 11.591001 0.170406 SUCCESS 122
111001010  252  252  233  222  260  228  253  225  7.176391 0.517727 SUCCESS 123
111001100  249  236  275  248  217  232  263  248  9.795712 0.279658 SUCCESS 124
111010000  241  225  232  252  275  222  264  233 10.787093 0.214057 SUCCESS 125
