		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101011  230  254  247  243  239  273  280  252 10.657875 0.221848 SUCCESS  20
000101101  236  226  249  282  254  223  241  256 10.792389 0.213742 SUCCESS  21
000101111  246  222  230  222  255  220  253  254  8.721716 0.366313 SUCCESS  22
000110011  250  252  235  218  232  231  260  236  6.353417 0.607708 SUCCESS  23
000110101  246  239  249  247  253  257  254  235  2.063788 0.978994 SUCCESS  24
000110111  223  251  222  250  261  211  245  250 10.315764 0.243559 SUCCESS  25
000111001  253  254  227  275  250  248  258  225  8.603089 0.376876 SUCCESS  26
000111011  230  267  277  242  213  220  245  243 14.238921 0.075747 SUCCESS  27
000111101  241  252  239  208  251  267  251  264 10.235267 0.248900 SUCCESS  28
000111111  243  259  246  262  267  227  230  232  7.238881 0.511092 SUCCESS  29
001000011  269  247  248  240  257  264  215  240  8.833988 0.356494 SUCCESS  30
001000101  239  252  239  233  254  222  229  250  4.612146 0.798111 SUCCESS  31
001000111  248  238  237  267  261  246  243  246  3.896148 0.866370 SUCCESS  32
001001011  213  246  235  234  269  271  241  234 11.063536 0.198125 SUCCESS  33
001001101  262  231  262  250  230  268  239  248  7.018575 0.534630 SUCCESS  34
001001111  255  238  272  240  244  256  233  251  5.346149 0.720019 SUCCESS  35
001010011  234  235  246  233  239  254  219  254  4.938369 0.764143 SUCCESS  36
001010101  232  239  229  207  219  234  243  250 10.802981 0.213114 SUCCESS  37
001010111  245  256  251  256  234  281  243  266  9.626245 0.292244 SUCCESS  38
001011011  232  237  238  261  253  257  247  233  3.798705 0.874813 SUCCESS  39
001011101  234  284  231  245  239  261  244  206 15.379644 0.052171 SUCCESS  40
001011111  238  236  228  241  265  226  226  229  7.180627 0.517276 SUCCESS  41
001100101  265  268  250  240  226  263  246  236  7.675259 0.465817 SUCCESS  42
001100111  248  245  226  258  247  233  248  242  2.916418 0.939493 SUCCESS  43
001101011  246  236  224  218  248  267  257  246  7.899802 0.443319 SUCCESS  44
001101101  229  242  270  277  231  239  276  246 13.564231 0.093855 SUCCESS  45
001101111  255  209  231  234  235  235  227  249  8.940964 0.347301 SUCCESS  46
001110101  245  254  241  257  255  258  247  261  3.718208 0.881611 SUCCESS  47
001110111  259  270  247  221  250  228  278  234 12.618394 0.125671 SUCCESS  48
001111011  243  245  226  251  239  243  247  257  2.454621 0.963813 SUCCESS  49
001111101  254  218  265  279  236  248  242  275 14.704954 0.065143 SUCCESS  50
001111111  262  250  234  256  260  232  234  244  4.656631 0.793566 SUCCESS  51
010000011  267  262  233  256  255  242  261  232  7.041876 0.532121 SUCCESS  52
010000111  237  262  260  262  243  247  250  225  5.726390 0.677849 SUCCESS  53
010001011  256  268  274  236  241  214  248  245 11.026465 0.200204 SUCCESS  54
010001111  244  253  245  263  274  260  254  248  7.172154 0.518178 SUCCESS  55
010010011  254  233  246  248  251  265  253  258  4.211780 0.837528 SUCCESS  56
010010111  214  257  223  245  242  279  245  223 13.507036 0.095554 SUCCESS  57
010011011  233  228  247  244  233  261  240  256  4.061378 0.851544 SUCCESS  58
010011111  272  229  293  244  235  246  241  253 15.124385 0.056772 SUCCESS  59
010100011  229  237  265  230  239  223  264  246  7.566164 0.476952 SUCCESS  60
010100111  247  245  267  258  227  249  225  227  7.206047 0.514574 SUCCESS  61
010101011  237  210  245  229  236  218  227  263 12.044325 0.149237 SUCCESS  62
010101111  230  230  253  256  238  244  248  262  4.198011 0.838831 SUCCESS  63
010110011  267  247  263  211  246  244  258  245  9.243886 0.322142 SUCCESS  64
010110111  239  226  216  260  239  263  273  250 11.221352 0.189470 SUCCESS  65
010111011  237  268  253  227  240  279  251  226 11.023288 0.200383 SUCCESS  66
010111111  247  252  228  248  253  251  249  243  2.102977 0.977691 SUCCESS  67
011000111  239  228  258  254  265  254  241  203 11.907693 0.155370 SUCCESS  68
011001111  243  239  227  250  233  229  242  254  3.431174 0.904465 SUCCESS  69
011010111  233  232  255  218  255  272  249  253  8.767260 0.362309 SUCCESS  70
011011111  249  197  227  260  239  243  246  264 13.624603 0.092090 SUCCESS  71
011101111  232  247  237  216  257  239  266  238  7.224053 0.512663 SUCCESS  72
011111111  234  244  219  262  248  248  245  238  4.751956 0.783729 SUCCESS  73
100000000  251  238  252  249  251  231  221  215  7.512147 0.482513 SUCCESS  74
100010000  272  276  245  274  271  252  247  249 14.839469 0.062343 SUCCESS  75
100100000  247  270  239  223  254  225  251  243  7.041876 0.532121 SUCCESS  76
100101000  227  275  261  244  227  234  276  241 12.510359 0.129844 SUCCESS  77
100110000  246  257  228  200  215  240  229  236 14.982456 0.059487 SUCCESS  78
100111000  267  244  222  258  244  237  247  226  6.748487 0.563996 SUCCESS  79
101000000  233  254  231  221  241  246  246  232  4.626974 0.796599 SUCCESS  80
101000100  269  259  229  257  255  236  241  230  6.897829 0.547695 SUCCESS  81
101001000  256  264  257  251  237  246  214  222  9.322264 0.315844 SUCCESS  82
101001100  236  241  256  233  248  229  223  255  4.867405 0.771650 SUCCESS  83
101010000  223  249  237  252  217  236  247  230  6.746369 0.564229 SUCCESS  84
101010100  267  260  238  238  222  262  264  222 10.777561 0.214624 SUCCESS  85
101011000  257  266  246  248  238  259  228  229  5.975294 0.649999 SUCCESS  86
101011100  220  270  249  246  230  257  240  259  7.975003 0.435916 SUCCESS  87
101100000  222  248  238  268  243  266  237  248  7.022811 0.534174 SUCCESS  88
101100100  229  246  238  251  255  236  238  241  2.324343 0.969419 SUCCESS  89
101101000  274  211  254  237  278  256  264  249 16.291588 0.038392 SUCCESS  90
101101100  218  235  246  274  227  269  246  239 11.030702 0.199966 SUCCESS  91
101110000  204  253  239  267  228  244  285  248 17.726760 0.023371 SUCCESS  92
101110100  233  248  226  248  253  262  229  244  4.700057 0.789100 SUCCESS  93
101111000  242  246  246  251  227  241  253  244  1.866783 0.984827 SUCCESS  94
101111100  262  232  231  250  238  216  249  263  7.972885 0.436123 SUCCESS  95
110000000  236  227  236  270  250  244  231  244  5.514557 0.701427 SUCCESS  96
110000010  212  247  245  245  218  259  240  240  8.387019 0.396606 SUCCESS  97
110000100  257  224  253  237  252  244  231  245  3.962876 0.860457 SUCCESS  98
110001000  264  264  246  277  255  247  218  247 11.403529 0.179866 SUCCESS  99
110001010  251  236  218  225  239  240  250  262  6.604440 0.579848 SUCCESS 100
110010000  232  256  262  214  265  232  225  227 11.679972 0.166064 SUCCESS 101
110010010  232  247  253  232  231  253  245  242  2.700348 0.951734 SUCCESS 102
110010100  234  267  266  237  226  259  250  262  8.722775 0.366219 SUCCESS 103
110011000  270  239  207  215  216  249  238  256 16.589214 0.034682 SUCCESS 104
110011010  245  234  250  209  265  246  243  251  7.877560 0.445521 SUCCESS 105
110100000  284  257  233  226  253  257  267  257 13.310031 0.101618 SUCCESS 106
110100010  255  248  254  249  261  241  239  234  2.871933 0.942135 SUCCESS 107
110100100  234  262  257  240  240  258  245  231  4.183183 0.840229 SUCCESS 108
110101000  215  256  249  251  218  201  237  248 15.541697 0.049430 SUCCESS 109
110101010  272  231  254  260  239  246  248  235  6.045200 0.642169 SUCCESS 110
110101100  251  230  239  241  245  254  248  238  1.837126 0.985604 SUCCESS 111
110110000  248  228  237  270  218  261  222  244 10.388846 0.238787 SUCCESS 112
110110010  209  247  237  263  257  269  240  242 10.401556 0.237965 SUCCESS 113
110110100  243  226  294  232  253  241  272  254 16.638995 0.034096 SUCCESS 114
110111000  236  236  231  266  242  268  269  250  8.518356 0.384539 SUCCESS 115
110111010  237  268  243  265  231  261  247  238  6.611854 0.579029 SUCCESS 116
110111100  242  253  244  231  243  242  254  233  2.044723 0.979610 SUCCESS 117
111000000  232  249  255  260  220  225  247  246  6.357654 0.607236 SUCCESS 118
111000010  252  228  250  246  245  276  286  248 13.325918 0.101117 SUCCESS 119
111000100  252  243  233  250  249  250  218  253  4.410904 0.818279 SUCCESS 120
111000110  252  260  231  238  243  245  254  241  2.682342 0.952686 SUCCESS 121
111001000  247  245  243  238  271  225  243  215  8.411380 0.394351 SUCCESS 122
111001010  254  258  275  266  210  251  230  250 13.420184 0.098187 SUCCESS 123
111001100  251  247  213  251  242  238  239  248  4.892825 0.768967 SUCCESS 124
111010000  251  247  231  240  243  250  251  253  1.722736 0.988364 SUCCESS 125
111010010  213  243  243  234  253  265  246  260  7.811891 0.452058 SUCCESS 126
111010100  236  242  250  248  256  217  224  251  6.139465 0.631613 SUCCESS 127
111010110  259  236  222  244  239  245  238  233  4.088917 0.849013 SUCCESS 128
111011000  261  241  234  265  225  255  223  250  7.615945 0.471855 SUCCESS 129
111011010  224  235  275  249  255  264  250  244  8.528948 0.383576 SUCCESS 130
111011100  256  233  244  255  244  243  269  248  4.313460 0.827793 SUCCESS 131
111100000  247  263  273  253  233  248  224  259  8.651811 0.372514 SUCCESS 132
111100010  239  256  224  237  257  236  249  255  4.223431 0.836423 SUCCESS 133
111100100  258  239  270  221  255  246  243  218  9.441950 0.306395 SUCCESS 134
111100110  243  221  241  256  239  239  230  243  3.983000 0.858654 SUCCESS 135
111101000  254  243  241  244  259  268  247  260  4.915068 0.766614 SUCCESS 136
111101010  226  231  257  242  260  236  249  237  4.506229 0.808810 SUCCESS 137
111101100  246  243  226  258  244  269  237  248  5.127960 0.743816 SUCCESS 138
111101110  255  222  231  261  258  256  252  252  6.449802 0.596981 SUCCESS 139
111110000  254  241  248  218  263  252  220  254  8.060796 0.427554 SUCCESS 140
111110010  251  221  270  247  232  229  237  228  8.246150 0.409802 SUCCESS 141
111110100  244  251  252  248  244  239  260  249  1.806410 0.986382 SUCCESS 142
111110110  250  216  248  264  253  256  237  253  6.714593 0.567715 SUCCESS 143
111111000  241  247  256  241  257  237  252  235  2.248083 0.972446 SUCCESS 144
111111010  267  239  238  238  245  225  251  219  7.073651 0.528708 SUCCESS 145
111111100  256  242  248  261  240  249  238  230  3.063643 0.930300 SUCCESS 146
111111110  234  244  219  262  248  248  245  238  4.751956 0.783729 SUCCESS 147

